id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
6quul4CrlH1Ig_BhzOwmAA,humo-woodfire-oven-kitchen-el-paso,Humo Woodfire Oven Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/GmVMbQaI9BigtPoyPXZ4ug/o.jpg,False,https://www.yelp.com/biz/humo-woodfire-oven-kitchen-el-paso?adjust_creative=j92aI3kQXl22y6M8LCGUvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j92aI3kQXl22y6M8LCGUvg,53,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.5,"{'latitude': 31.773190248193007, 'longitude': -106.26691605895758}",[],$$,"{'address1': '2204 Joe Battle Blvd', 'address2': 'Ste B-101', 'address3': None, 'city': 'El Paso', 'zip_code': '79938', 'country': 'US', 'state': 'TX', 'display_address': ['2204 Joe Battle Blvd', 'Ste B-101', 'El Paso, TX 79938']}",+19157020220,(915) 702-0220,15325.755886227975
gaC2QdFd3kE-loZ5N8ucwQ,cafe-italia-el-paso,Cafe Italia,https://s3-media1.fl.yelpcdn.com/bphoto/DQR78JbGwQUJA8FF-SCGYg/o.jpg,False,https://www.yelp.com/biz/cafe-italia-el-paso?adjust_creative=j92aI3kQXl22y6M8LCGUvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j92aI3kQXl22y6M8LCGUvg,271,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 31.83366, 'longitude': -106.54315}",['delivery'],$$,"{'address1': '6705 N Mesa St', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79912', 'country': 'US', 'state': 'TX', 'display_address': ['6705 N Mesa St', 'El Paso, TX 79912']}",+19158320587,(915) 832-0587,11830.492333303615
shu0Wun1ZM8wjXBg-w2rEw,speedys-pizza-el-paso-9,Speedy's Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/UX5EA591U8zOVH80_BFyeA/o.jpg,False,https://www.yelp.com/biz/speedys-pizza-el-paso-9?adjust_creative=j92aI3kQXl22y6M8LCGUvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j92aI3kQXl22y6M8LCGUvg,2,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",5.0,"{'latitude': 31.8609833, 'longitude': -106.5593278}",[],,"{'address1': '931 N Resler', 'address2': 'Ste 106', 'address3': None, 'city': 'El Paso', 'zip_code': '79912', 'country': 'US', 'state': 'TX', 'display_address': ['931 N Resler', 'Ste 106', 'El Paso, TX 79912']}",+19154404190,(915) 440-4190,14562.328488699219
kBF0qlgcC9G1dRbuokqxZg,pizza-pros-el-paso-3,Pizza Pro's,https://s3-media1.fl.yelpcdn.com/bphoto/gDEmn0aIO6r5Z4PilMQlLA/o.jpg,False,https://www.yelp.com/biz/pizza-pros-el-paso-3?adjust_creative=j92aI3kQXl22y6M8LCGUvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j92aI3kQXl22y6M8LCGUvg,45,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 31.9009761810303, 'longitude': -106.408065795898}",['delivery'],,"{'address1': '10025 Dyer St', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79924', 'country': 'US', 'state': 'TX', 'display_address': ['10025 Dyer St', 'El Paso, TX 79924']}",+19157553500,(915) 755-3500,12108.449210062203
K1tud7n0Hb8TgPoB3mFjjQ,trattoria-bella-sera-el-paso,Trattoria Bella Sera,https://s3-media3.fl.yelpcdn.com/bphoto/syGUYdpoJYCP__2HlZV1GQ/o.jpg,False,https://www.yelp.com/biz/trattoria-bella-sera-el-paso?adjust_creative=j92aI3kQXl22y6M8LCGUvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j92aI3kQXl22y6M8LCGUvg,426,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 31.7966450350367, 'longitude': -106.331675604899}",['delivery'],$$,"{'address1': '3512 N Yarbrough Dr', 'address2': None, 'address3': None, 'city': 'El Paso', 'zip_code': '79925', 'country': 'US', 'state': 'TX', 'display_address': ['3512 N Yarbrough Dr', 'El Paso, TX 79925']}",+19155987948,(915) 598-7948,9045.262291736262
ZAdTUopuG8fhDJslBf4vQg,house-of-pizza-el-paso,House of Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/rABH6uRBfB4Esv7AnDw1HQ/o.jpg,False,https://www.yelp.com/biz/house-of-pizza-el-paso?adjust_creative=j92aI3kQXl22y6M8LCGUvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j92aI3kQXl22y6M8LCGUvg,137,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 31.7945121, 'longitude': -106.4612751}",['delivery'],$$,"{'address1': '2016 N Piedras St', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79930', 'country': 'US', 'state': 'TX', 'display_address': ['2016 N Piedras St', 'El Paso, TX 79930']}",+19155657240,(915) 565-7240,3195.306922275306
GGewp4ZygWA0nis8Ub96PA,st-augustine-artisan-craft-beer-el-paso,St Augustine Artisan+craft Beer,https://s3-media3.fl.yelpcdn.com/bphoto/mDW5ETSaccnvFlN-_HEq6A/o.jpg,False,https://www.yelp.com/biz/st-augustine-artisan-craft-beer-el-paso?adjust_creative=j92aI3kQXl22y6M8LCGUvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j92aI3kQXl22y6M8LCGUvg,114,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,"{'latitude': 31.7581257056027, 'longitude': -106.272880031742}","['pickup', 'delivery']",$$,"{'address1': '1831 N Zaragoza Rd', 'address2': 'Ste 119', 'address3': None, 'city': 'El Paso', 'zip_code': '79936', 'country': 'US', 'state': 'TX', 'display_address': ['1831 N Zaragoza Rd', 'Ste 119', 'El Paso, TX 79936']}",+19152342533,(915) 234-2533,15115.211794330611
7LmG42QRQTQVaYYQ155oNg,house-of-pizza-downtown-el-paso-2,House of Pizza Downtown,https://s3-media3.fl.yelpcdn.com/bphoto/CQcecXArzCLyOwlXaILbMQ/o.jpg,False,https://www.yelp.com/biz/house-of-pizza-downtown-el-paso-2?adjust_creative=j92aI3kQXl22y6M8LCGUvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j92aI3kQXl22y6M8LCGUvg,47,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 31.7596035, 'longitude': -106.4863586}",['delivery'],$,"{'address1': '208 N Stanton St', 'address2': None, 'address3': '', 'city': 'El Paso', 'zip_code': '79901', 'country': 'US', 'state': 'TX', 'display_address': ['208 N Stanton St', 'El Paso, TX 79901']}",+19155333424,(915) 533-3424,6729.794368157369
PD1eIb87tx5-0wTNM3H6FA,westside-pizza-express-el-paso,Westside Pizza Express,https://s3-media2.fl.yelpcdn.com/bphoto/JPOplYkDB_UqF1EkAR6iWA/o.jpg,False,https://www.yelp.com/biz/westside-pizza-express-el-paso?adjust_creative=j92aI3kQXl22y6M8LCGUvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j92aI3kQXl22y6M8LCGUvg,67,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 31.8412170410156, 'longitude': -106.574096679688}","['pickup', 'delivery']",$,"{'address1': '7930 N Mesa St', 'address2': '', 'address3': '', 'city': 'El Paso', 'zip_code': '79932', 'country': 'US', 'state': 'TX', 'display_address': ['7930 N Mesa St', 'El Paso, TX 79932']}",+19158332938,(915) 833-2938,14871.352442641693
d_rnKqOv6rIvfPNmEhbYrg,pbs-pizza-el-paso,Pb's Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/q8TgJnhO6RUmIhVoxGYfCA/o.jpg,False,https://www.yelp.com/biz/pbs-pizza-el-paso?adjust_creative=j92aI3kQXl22y6M8LCGUvg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j92aI3kQXl22y6M8LCGUvg,35,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"{'latitude': 31.8707414502272, 'longitude': -106.429336220026}",['delivery'],$,"{'address1': '9109 Dyer St', 'address2': 'Ste M', 'address3': '', 'city': 'El Paso', 'zip_code': '79924', 'country': 'US', 'state': 'TX', 'display_address': ['9109 Dyer St', 'Ste M', 'El Paso, TX 79924']}",+19157513400,(915) 751-3400,8603.283484409774
